[03:36:32] 📍 Loaded 754 district venues
[10:46:11] ✅ 25938 → AUTH OK
[10:46:11] ✅ 1065451 → AUTH OK
[10:46:11] ✅ 5041 → AUTH OK
[10:46:11] ✅ 1005991 → AUTH OK
[10:46:11] ✅ 4902 → AUTH OK
[10:46:11] ✅ 1041753 → AUTH OK
[10:46:11] ✅ 32294 → AUTH OK
[10:46:11] ✅ 1039877 → AUTH OK
[10:46:11] ✅ 9413 → AUTH OK
[10:46:11] ✅ 522 → AUTH OK
[10:46:11] ✅ 1039842 → AUTH OK
[10:46:11] ✅ 9411 → AUTH OK
[10:46:11] ✅ 26676 → AUTH OK
[10:46:11] ✅ 26230 → AUTH OK
[10:46:12] ✅ 25808 → AUTH OK
[10:46:12] ✅ 62637 → AUTH OK
[10:46:12] ✅ 4107 → AUTH OK
[10:46:12] ✅ 1005804 → AUTH OK
[10:46:12] ✅ 1008335 → AUTH OK
[10:46:12] ✅ 25011 → AUTH OK
[10:46:12] ✅ 1021922 → AUTH OK
[10:46:12] ✅ 1012189 → AUTH OK
[10:46:12] ✅ 1037532 → AUTH OK
[10:46:12] ✅ 1040228 → AUTH OK
[10:46:12] ✅ 36879 → AUTH OK
[10:46:12] ✅ 9350 → AUTH OK
[10:46:12] ✅ 1037345 → AUTH OK
[10:46:12] ✅ 1039272 → AUTH OK
[10:46:12] ✅ 14166 → AUTH OK
[10:46:12] ✅ 1040731 → AUTH OK
[10:46:12] ✅ 9551 → AUTH OK
[10:46:12] ✅ 4739 → AUTH OK
[10:46:12] ✅ 4036 → AUTH OK
[10:46:12] ✅ 9424 → AUTH OK
[10:46:12] ✅ 1005797 → AUTH OK
[10:46:12] ✅ 1034324 → AUTH OK
[10:46:12] ✅ 1041505 → AUTH OK
[10:46:12] ✅ 1008404 → AUTH OK
[10:46:12] ✅ 7350 → AUTH OK
[10:46:12] ✅ 9491 → AUTH OK
[10:46:12] ✅ 9474 → AUTH OK
[10:46:12] ✅ 1012081 → AUTH OK
[10:46:12] ✅ 4272 → AUTH OK
[10:46:12] ✅ 1042439 → AUTH OK
[10:46:12] ✅ 1071622 → AUTH OK
[10:46:12] ✅ 4733 → AUTH OK
[10:46:12] ✅ 1037506 → AUTH OK
[10:46:12] ✅ 4045 → AUTH OK
[10:46:12] ✅ 1025740 → AUTH OK
[10:46:12] ✅ 18823 → AUTH OK
[10:46:12] ✅ 5058 → AUTH OK
[10:46:12] ✅ 1031296 → AUTH OK
[10:46:12] ✅ 1027903 → AUTH OK
[10:46:12] ✅ 1014990 → AUTH OK
[10:46:12] ✅ 4715 → AUTH OK
[10:46:12] ✅ 14669 → AUTH OK
[10:46:12] ✅ 9132 → AUTH OK
[10:46:12] ✅ 4725 → AUTH OK
[10:46:12] ✅ 4050 → AUTH OK
[10:46:12] ✅ 1065987 → AUTH OK
[10:46:12] ✅ 1037523 → AUTH OK
[10:46:12] ✅ 1052503 → AUTH OK
[10:46:12] ✅ 1064038 → AUTH OK
[10:46:12] ✅ 46485 → AUTH OK
[10:46:12] ✅ 1041496 → AUTH OK
[10:46:12] ✅ 42945 → AUTH OK
[10:46:12] ✅ 1036772 → AUTH OK
[10:46:12] ✅ 26640 → AUTH OK
[10:46:12] ✅ 1015442 → AUTH OK
[10:46:12] ✅ 1037514 → AUTH OK
[10:46:12] ✅ 1016381 → AUTH OK
[10:46:12] ✅ 7137 → AUTH OK
[10:46:12] ✅ 1041473 → AUTH OK
[10:46:12] ✅ 51499 → AUTH OK
[10:46:13] ✅ 18460 → AUTH OK
[10:46:13] ✅ 1020453 → AUTH OK
[10:46:13] ✅ 9136 → AUTH OK
[10:46:13] ✅ 7679 → AUTH OK
[10:46:13] ✅ 27219 → AUTH OK
[10:46:13] ✅ 5145 → AUTH OK
[10:46:13] ✅ 1020547 → AUTH OK
[10:46:13] ✅ 7618 → AUTH OK
[10:46:13] ✅ 1041242 → AUTH OK
[10:46:13] ✅ 16522 → AUTH OK
[10:46:13] ✅ 1037510 → AUTH OK
[10:46:13] ✅ 4051 → AUTH OK
[10:46:13] ✅ 1041458 → AUTH OK
[10:46:13] ✅ 1075745 → AUTH OK
[10:46:13] ✅ 3965 → AUTH OK
[10:46:13] ✅ 1041393 → AUTH OK
[10:46:13] ✅ 1037531 → AUTH OK
[10:46:13] ✅ 1084553 → AUTH OK
[10:46:13] ✅ 25571 → AUTH OK
[10:46:13] ✅ 9384 → AUTH OK
[10:46:13] ✅ 1039840 → AUTH OK
[10:46:13] ✅ 9174 → AUTH OK
[10:46:13] ✅ 1015840 → AUTH OK
[10:46:13] ✅ 1032461 → AUTH OK
[10:46:13] ✅ 55466 → AUTH OK
[10:46:13] ✅ 9194 → AUTH OK
[10:46:13] ✅ 7232 → AUTH OK
[10:46:13] ✅ 25045 → AUTH OK
[10:46:13] ✅ 30784 → AUTH OK
[10:46:13] ✅ 1032460 → AUTH OK
[10:46:13] ✅ 1037527 → AUTH OK
[10:46:13] ✅ 1016383 → AUTH OK
[10:46:13] ✅ 55853 → AUTH OK
[10:46:13] ✅ 9246 → AUTH OK
[10:46:13] ✅ 1037491 → AUTH OK
[10:46:13] ✅ 1015975 → AUTH OK
[10:46:13] ✅ 1003767 → AUTH OK
[10:46:13] ✅ 1041239 → AUTH OK
[10:46:13] ✅ 1007282 → AUTH OK
[10:46:13] ✅ 1037503 → AUTH OK
[10:46:13] ✅ 9285 → AUTH OK
[10:46:13] ✅ 18164 → AUTH OK
[10:46:13] ✅ 5182 → AUTH OK
[10:46:13] ✅ 19513 → AUTH OK
[10:46:13] ✅ 1029684 → AUTH OK
[10:46:13] ✅ 26281 → AUTH OK
[10:46:13] ✅ 3896 → AUTH OK
[10:46:13] ✅ 1035744 → AUTH OK
[10:46:13] ✅ 62250 → AUTH OK
[10:46:13] ✅ 25181 → AUTH OK
[10:46:13] ✅ 1037517 → AUTH OK
[10:46:13] ✅ 1015286 → AUTH OK
[10:46:13] ✅ 1037521 → AUTH OK
[10:46:13] ✅ 1088811 → AUTH OK
[10:46:13] ✅ 1037516 → AUTH OK
[10:46:13] ✅ 1040181 → AUTH OK
[10:46:13] ✅ 1032901 → AUTH OK
[10:46:13] ✅ 5150 → AUTH OK
[10:46:13] ✅ 7293 → AUTH OK
[10:46:13] ✅ 16523 → AUTH OK
[10:46:14] ✅ 4889 → AUTH OK
[10:46:14] ✅ 1041804 → AUTH OK
[10:46:14] ✅ 5220 → AUTH OK
[10:46:14] ✅ 14354 → AUTH OK
[10:46:14] ✅ 1020338 → AUTH OK
[10:46:14] ✅ 1047917 → AUTH OK
[10:46:14] ✅ 1056892 → AUTH OK
[10:46:14] ✅ 6119 → AUTH OK
[10:46:14] ✅ 1042605 → AUTH OK
[10:46:14] ✅ 1012280 → AUTH OK
[10:46:14] ✅ 1041683 → AUTH OK
[10:46:14] ✅ 1052727 → AUTH OK
[10:46:14] ✅ 1041199 → AUTH OK
[10:46:14] ✅ 4780 → AUTH OK
[10:46:14] ✅ 1084822 → AUTH OK
[10:46:14] ✅ 4910 → AUTH OK
[10:46:14] ✅ 1036383 → AUTH OK
[10:46:14] ✅ 29954 → AUTH OK
[10:46:14] ✅ 1061843 → AUTH OK
[10:46:14] ✅ 1033177 → AUTH OK
[10:46:14] ✅ 28235 → AUTH OK
[10:46:14] ✅ 1050804 → AUTH OK
[10:46:14] ✅ 9784 → AUTH OK
[10:46:14] ✅ 17483 → AUTH OK
[10:46:14] ✅ 9661 → AUTH OK
[10:46:14] ✅ 7537 → AUTH OK
[10:46:14] ✅ 25281 → AUTH OK
[10:46:14] ✅ 7826 → AUTH OK
[10:46:14] ✅ 1018468 → AUTH OK
[10:46:14] ✅ 1006037 → AUTH OK
[10:46:14] ✅ 1041732 → AUTH OK
[10:46:14] ✅ 1041726 → AUTH OK
[10:46:14] ✅ 4852 → AUTH OK
[10:46:14] ✅ 1030383 → AUTH OK
[10:46:14] ✅ 27725 → AUTH OK
[10:46:14] ✅ 4919 → AUTH OK
[10:46:14] ✅ 1041465 → AUTH OK
[10:46:14] ✅ 3145 → AUTH OK
[10:46:14] ✅ 9150 → AUTH OK
[10:46:14] ✅ 7753 → AUTH OK
[10:46:14] ✅ 1013210 → AUTH OK
[10:46:14] ✅ 1055922 → AUTH OK
[10:46:14] ✅ 7814 → AUTH OK
[10:46:14] ✅ 1074202 → AUTH OK
[10:46:14] ✅ 58822 → AUTH OK
[10:46:14] ✅ 7312 → AUTH OK
[10:46:14] ✅ 4163 → AUTH OK
[10:46:14] ✅ 9044 → AUTH OK
[10:46:14] ✅ 1028118 → AUTH OK
[10:46:14] ✅ 28863 → AUTH OK
[10:46:14] ✅ 4904 → AUTH OK
[10:46:14] ✅ 4340 → AUTH OK
[10:46:14] ✅ 6096 → AUTH OK
[10:46:14] ✅ 7856 → AUTH OK
[10:46:14] ✅ 19110 → AUTH OK
[10:46:14] ✅ 1019687 → AUTH OK
[10:46:14] ✅ 4255 → AUTH OK
[10:46:14] ✅ 27432 → AUTH OK
[10:46:14] ✅ 7260 → AUTH OK
[10:46:14] ✅ 1050768 → AUTH OK
[10:46:14] ✅ 1088778 → AUTH OK
[10:46:14] ✅ 4379 → AUTH OK
[10:46:14] ✅ 5080 → AUTH OK
[10:46:15] ✅ 9131 → AUTH OK
[10:46:15] ✅ 1041566 → AUTH OK
[10:46:15] ✅ 4425 → AUTH OK
[10:46:15] ✅ 1026095 → AUTH OK
[10:46:15] ✅ 1042822 → AUTH OK
[10:46:15] ✅ 7627 → AUTH OK
[10:46:15] ✅ 1398 → AUTH OK
[10:46:15] ✅ 1020350 → AUTH OK
[10:46:15] ✅ 19289 → AUTH OK
[10:46:15] ✅ 5105 → AUTH OK
[10:46:15] ✅ 1041495 → AUTH OK
[10:46:15] ✅ 1039748 → AUTH OK
[10:46:15] ✅ 1041211 → AUTH OK
[10:46:15] ✅ 1054202 → AUTH OK
[10:46:15] ✅ 1031639 → AUTH OK
[10:46:15] ✅ 19294 → AUTH OK
[10:46:15] ✅ 1014297 → AUTH OK
[10:46:15] ✅ 1033524 → AUTH OK
[10:46:15] ✅ 6079 → AUTH OK
[10:46:15] ✅ 1009967 → AUTH OK
[10:46:15] ✅ 30441 → AUTH OK
[10:46:15] ✅ 9176 → AUTH OK
[10:46:15] ✅ 26729 → AUTH OK
[10:46:15] ✅ 1031640 → AUTH OK
[10:46:15] ✅ 10268 → AUTH OK
[10:46:15] ✅ 29510 → AUTH OK
[10:46:15] ✅ 1041691 → AUTH OK
[10:46:15] ✅ 24522 → AUTH OK
[10:46:15] ✅ 1013662 → AUTH OK
[10:46:15] ✅ 9780 → AUTH OK
[10:46:15] ✅ 1055117 → AUTH OK
[10:46:15] ✅ 32811 → AUTH OK
[10:46:15] ✅ 1066216 → AUTH OK
[10:46:15] ✅ 54684 → AUTH OK
[10:46:15] ✅ 43960 → AUTH OK
[10:46:15] ✅ 7308 → AUTH OK
[10:46:15] ✅ 984 → AUTH OK
[10:46:15] ✅ 9497 → AUTH OK
[10:46:15] ✅ 33645 → AUTH OK
[10:46:15] ✅ 12947 → AUTH OK
[10:46:15] ✅ 9291 → AUTH OK
[10:46:15] ✅ 1041684 → AUTH OK
[10:46:15] ✅ 482 → AUTH OK
[10:46:15] ✅ 1041729 → AUTH OK
[10:46:15] ✅ 1030384 → AUTH OK
[10:46:15] ✅ 1018796 → AUTH OK
[10:46:15] ✅ 4881 → AUTH OK
[10:46:15] ✅ 9527 → AUTH OK
[10:46:15] ✅ 4714 → AUTH OK
[10:46:15] ✅ 1039923 → AUTH OK
[10:46:15] ✅ 22884 → AUTH OK
[10:46:15] ✅ 1008441 → AUTH OK
[10:46:15] ✅ 1056146 → AUTH OK
[10:46:15] ✅ 1065452 → AUTH OK
[10:46:15] ✅ 1039863 → AUTH OK
[10:46:15] ✅ 1041782 → AUTH OK
[10:46:15] ✅ 1089364 → AUTH OK
[10:46:15] ✅ 15614 → AUTH OK
[10:46:15] ✅ 24767 → AUTH OK
[10:46:15] ✅ 1075662 → AUTH OK
[10:46:15] ✅ 5103 → AUTH OK
[10:46:15] ✅ 1078620 → AUTH OK
[10:46:15] ✅ 9653 → AUTH OK
[10:46:15] ✅ 6035 → AUTH OK
[10:46:16] ✅ 3976 → AUTH OK
[10:46:16] ✅ 1054735 → AUTH OK
[10:46:16] ✅ 476 → AUTH OK
[10:46:16] ✅ 1049288 → AUTH OK
[10:46:16] ✅ 1027244 → AUTH OK
[10:46:16] ✅ 1092992 → AUTH OK
[10:46:16] ✅ 1019544 → AUTH OK
[10:46:16] ✅ 14703 → AUTH OK
[10:46:16] ✅ 1054736 → AUTH OK
[10:46:16] ✅ 52682 → AUTH OK
[10:46:16] ✅ 1035939 → AUTH OK
[10:46:16] ✅ 1041567 → AUTH OK
[10:46:16] ✅ 26294 → AUTH OK
[10:46:16] ✅ 62907 → AUTH OK
[10:46:16] ✅ 31792 → AUTH OK
[10:46:16] ✅ 1049289 → AUTH OK
[10:46:16] ✅ 1054730 → AUTH OK
[10:46:16] ✅ 25008 → AUTH OK
[10:46:16] ✅ 1042215 → AUTH OK
[10:46:16] ✅ 1056839 → AUTH OK
[10:46:16] ✅ 1032344 → AUTH OK
[10:46:16] ✅ 4976 → AUTH OK
[10:46:16] ✅ 1059680 → AUTH OK
[10:46:16] ✅ 1009117 → AUTH OK
[10:46:16] ✅ 4124 → AUTH OK
[10:46:16] ✅ 1004633 → AUTH OK
[10:46:16] ✅ 38446 → AUTH OK
[10:46:16] ✅ 1056846 → AUTH OK
[10:46:16] ✅ 49852 → AUTH OK
[10:46:16] ✅ 24880 → AUTH OK
[10:46:16] ✅ 1020755 → AUTH OK
[10:46:16] ✅ 1036955 → AUTH OK
[10:46:16] ✅ 1088219 → AUTH OK
[10:46:16] ✅ 3906 → AUTH OK
[10:46:16] ✅ 1021629 → AUTH OK
[10:46:16] ✅ 1068242 → AUTH OK
[10:46:16] ✅ 39874 → AUTH OK
[10:46:16] ✅ 5061 → AUTH OK
[10:46:16] ✅ 1024041 → AUTH OK
[10:46:16] ✅ 9041 → AUTH OK
[10:46:16] ✅ 9169 → AUTH OK
[10:46:16] ✅ 15526 → AUTH OK
[10:46:16] ✅ 1025576 → AUTH OK
[10:46:16] ✅ 4038 → AUTH OK
[10:46:16] ✅ 9100 → AUTH OK
[10:46:16] ✅ 4890 → AUTH OK
[10:46:16] ✅ 1054742 → AUTH OK
[10:46:16] ✅ 9368 → AUTH OK
[10:46:16] ✅ 24246 → AUTH OK
[10:46:16] ✅ 1009010 → AUTH OK
[10:46:16] ✅ 9504 → AUTH OK
[10:46:16] ✅ 7504 → AUTH OK
[10:46:17] ✅ 31788 → AUTH OK
[10:46:17] ✅ 1004635 → AUTH OK
[10:46:17] ✅ 6121 → AUTH OK
[10:46:17] ✅ 1053536 → AUTH OK
[10:46:17] ✅ 10255 → AUTH OK
[10:46:17] ✅ 1036114 → AUTH OK
[10:46:17] ✅ 1082851 → AUTH OK
[10:46:17] ✅ 56144 → AUTH OK
[10:46:17] ✅ 1013355 → AUTH OK
[10:46:17] ✅ 1012136 → AUTH OK
[10:46:17] ✅ 24981 → AUTH OK
[10:46:17] ✅ 10270 → AUTH OK
[10:46:17] ✅ 1028879 → AUTH OK
[10:46:17] ✅ 1004634 → AUTH OK
[10:46:17] ✅ 4174 → AUTH OK
[10:46:17] ✅ 1011192 → AUTH OK
[10:46:17] ✅ 1053155 → AUTH OK
[10:46:17] ✅ 7511 → AUTH OK
[10:46:17] ✅ 1003803 → AUTH OK
[10:46:17] ✅ Fetched 367 venues with shows
[10:46:17] ✅ DONE | Shows=2503 | Movies=43
[05:40:20] 📍 Loaded 754 district venues
[05:40:20] 🚀 DISTRICT SCRAPER STARTED
[05:40:20] ✅ 61879 → AUTH OK
[05:40:20] ✅ 1102311 → AUTH OK
[05:40:20] ✅ 1102100 → AUTH OK
[05:40:20] ✅ 1102289 → AUTH OK
[05:40:21] ✅ 1102183 → AUTH OK
[05:40:21] ✅ 1101483 → AUTH OK
[05:40:21] ✅ 1102096 → AUTH OK
[05:40:21] ✅ 1067161 → AUTH OK
[05:40:21] ✅ 1068270 → AUTH OK
[05:40:21] ✅ 1583 → AUTH OK
[05:40:21] ✅ 1102215 → AUTH OK
[05:40:21] ✅ 1086677 → AUTH OK
[05:40:21] ✅ 1101584 → AUTH OK
[05:40:21] ✅ 1020401 → AUTH OK
[05:40:21] ✅ 1102233 → AUTH OK
[05:40:21] ✅ 1068240 → AUTH OK
[05:40:21] ✅ 1102098 → AUTH OK
[05:40:21] ✅ 1102076 → AUTH OK
[05:40:21] ✅ 1100725 → AUTH OK
[05:40:21] ✅ 1102119 → AUTH OK
[05:40:21] ✅ 51512 → AUTH OK
[05:40:21] ✅ 1102127 → AUTH OK
[05:40:21] ✅ 1101397 → AUTH OK
[05:40:21] ✅ 539 → AUTH OK
[05:40:21] ✅ 1102244 → AUTH OK
[05:40:21] ✅ 1082714 → AUTH OK
[05:40:21] ✅ 1044502 → AUTH OK
[05:40:21] ✅ 1102097 → AUTH OK
[05:40:21] ✅ 9508 → AUTH OK
[05:40:21] ✅ 4430 → AUTH OK
[05:40:21] ✅ 20856 → AUTH OK
[05:40:21] ✅ 1102103 → AUTH OK
[05:40:21] ✅ 1102304 → AUTH OK
[05:40:21] ✅ 1102175 → AUTH OK
[05:40:21] ✅ 1096456 → AUTH OK
[05:40:21] ✅ 1101355 → AUTH OK
[05:40:21] ✅ 1096524 → AUTH OK
[05:40:21] ✅ 1102280 → AUTH OK
[05:40:21] ✅ 1096475 → AUTH OK
[05:40:21] ✅ 7854 → AUTH OK
[05:40:21] ✅ 1096482 → AUTH OK
[05:40:21] ✅ 1094756 → AUTH OK
[05:40:21] ✅ 1096734 → AUTH OK
[05:40:21] ✅ 1095290 → AUTH OK
[05:40:21] ✅ 1102186 → AUTH OK
[05:40:21] ✅ 1102094 → AUTH OK
[05:40:21] ✅ 1102176 → AUTH OK
[05:40:21] ✅ 1011906 → AUTH OK
[05:40:21] ✅ 1102272 → AUTH OK
[05:40:21] ✅ 1101450 → AUTH OK
[05:40:21] ✅ 9736 → AUTH OK
[05:40:21] ✅ 1102173 → AUTH OK
[05:40:21] ✅ 1101471 → AUTH OK
[05:40:21] ✅ 1102090 → AUTH OK
[05:40:22] ✅ 1102256 → AUTH OK
[05:40:22] ✅ 1102164 → AUTH OK
[05:40:22] ✅ 1102248 → AUTH OK
[05:40:22] ✅ 1102242 → AUTH OK
[05:40:22] ✅ 7257 → AUTH OK
[05:40:22] ✅ 1102182 → AUTH OK
[05:40:22] ✅ 1102071 → AUTH OK
[05:40:22] ✅ 1101451 → AUTH OK
[05:40:22] ✅ 4222 → AUTH OK
[05:40:22] ✅ 1102165 → AUTH OK
[05:40:22] ✅ 1102181 → AUTH OK
[05:40:22] ✅ 1102095 → AUTH OK
[05:40:22] ✅ 1101521 → AUTH OK
[05:40:22] ✅ 1102270 → AUTH OK
[05:40:22] ✅ 1102084 → AUTH OK
[05:40:22] ✅ 1102082 → AUTH OK
[05:40:22] ✅ 1102073 → AUTH OK
[05:40:22] ✅ 1101568 → AUTH OK
[05:40:22] ✅ 1038431 → AUTH OK
[05:40:22] ✅ 1102253 → AUTH OK
[05:40:22] ✅ 1102269 → AUTH OK
[05:40:22] ✅ 1102174 → AUTH OK
[05:40:22] ✅ 1102273 → AUTH OK
[05:40:22] ✅ 1102080 → AUTH OK
[05:40:22] ✅ 1102247 → AUTH OK
[05:40:22] ✅ 1102166 → AUTH OK
[05:40:22] ✅ 1102213 → AUTH OK
[05:40:22] ✅ 1041690 → AUTH OK
[05:40:22] ✅ 1102291 → AUTH OK
[05:40:22] ✅ 1056145 → AUTH OK
[05:40:22] ✅ 1102184 → AUTH OK
[05:40:22] ✅ 1101590 → AUTH OK
[05:40:22] ✅ 1102241 → AUTH OK
[05:40:22] ✅ 1102129 → AUTH OK
[05:40:22] ✅ 1102132 → AUTH OK
[05:40:22] ✅ 1102055 → AUTH OK
[05:40:22] ✅ 1102285 → AUTH OK
[05:40:22] ✅ 1031589 → AUTH OK
[05:40:22] ✅ 1102277 → AUTH OK
[05:40:22] ✅ 1031364 → AUTH OK
[05:40:22] ✅ 1691 → AUTH OK
[05:40:22] ✅ 1101423 → AUTH OK
[05:40:22] ✅ 1101387 → AUTH OK
[05:40:22] ✅ 1060495 → AUTH OK
[05:40:22] ✅ 1102106 → AUTH OK
[05:40:22] ✅ 1102123 → AUTH OK
[05:40:22] ✅ 1102299 → AUTH OK
[05:40:22] ✅ 1101368 → AUTH OK
[05:40:23] ✅ 28486 → AUTH OK
[05:40:23] ✅ 1102137 → AUTH OK
[05:40:23] ✅ 1102047 → AUTH OK
[05:40:23] ✅ 1102265 → AUTH OK
[05:40:23] ✅ 1102068 → AUTH OK
[05:40:23] ✅ 1101388 → AUTH OK
[05:40:23] ✅ 1053154 → AUTH OK
[05:40:23] ✅ 1042102 → AUTH OK
[05:40:23] ✅ 1102261 → AUTH OK
[05:40:23] ✅ 1078022 → AUTH OK
[05:40:23] ✅ 1102125 → AUTH OK
[05:40:23] ✅ 1101217 → AUTH OK
[05:40:23] ✅ 1102120 → AUTH OK
[05:40:23] ✅ 1102168 → AUTH OK
[05:40:23] ✅ 1102284 → AUTH OK
[05:40:23] ✅ 1080585 → AUTH OK
[05:40:23] ✅ 1102147 → AUTH OK
[05:40:23] ✅ 1100831 → AUTH OK
[05:40:23] ✅ 1102258 → AUTH OK
[05:40:23] ✅ 1039880 → AUTH OK
[05:40:23] ✅ 4132 → AUTH OK
[05:40:23] ✅ 1078001 → AUTH OK
[05:40:23] ✅ 1101219 → AUTH OK
[05:40:23] ✅ 1102134 → AUTH OK
[05:40:23] ✅ 1102067 → AUTH OK
[05:40:23] ✅ 1102069 → AUTH OK
[05:40:23] ✅ 1041689 → AUTH OK
[05:40:23] ✅ 20834 → AUTH OK
[05:40:23] ✅ 5172 → AUTH OK
[05:40:23] ✅ 4911 → AUTH OK
[05:40:23] ✅ 1102276 → AUTH OK
[05:40:23] ✅ 1102236 → AUTH OK
[05:40:23] ✅ 1102124 → AUTH OK
[05:40:23] ✅ 43628 → AUTH OK
[05:40:23] ✅ 1101452 → AUTH OK
[05:40:23] ✅ 1037501 → AUTH OK
[05:40:23] ✅ 1102281 → AUTH OK
[05:40:23] ✅ 1094757 → AUTH OK
[05:40:23] ✅ 1102078 → AUTH OK
[05:40:23] ✅ 14699 → AUTH OK
[05:40:23] ✅ 1102275 → AUTH OK
[05:40:23] ✅ 1102294 → AUTH OK
[05:40:23] ✅ 1011900 → AUTH OK
[05:40:23] ✅ 5100 → AUTH OK
[05:40:23] ✅ 1095009 → AUTH OK
[05:40:23] ✅ 1102104 → AUTH OK
[05:40:23] ✅ 14697 → AUTH OK
[05:40:23] ✅ 1102135 → AUTH OK
[05:40:23] ✅ 1014604 → AUTH OK
[05:40:23] ✅ 1052124 → AUTH OK
[05:40:23] ✅ 27047 → AUTH OK
[05:40:23] ✅ 1101222 → AUTH OK
[05:40:23] ✅ 1020826 → AUTH OK
[05:40:24] ✅ 4175 → AUTH OK
[05:40:24] ✅ 1092639 → AUTH OK
[05:40:24] ✅ 1092638 → AUTH OK
[05:40:24] ✅ 1094680 → AUTH OK
[05:40:24] ✅ 1102228 → AUTH OK
[05:40:24] ✅ 1027478 → AUTH OK
[05:40:24] ✅ 1054725 → AUTH OK
[05:40:24] ✅ 1088547 → AUTH OK
[05:40:24] ✅ 1088548 → AUTH OK
[05:40:24] ✅ 1101523 → AUTH OK
[05:40:24] ✅ 27908 → AUTH OK
[05:40:24] ✅ 1102239 → AUTH OK
[05:40:24] ✅ 1102075 → AUTH OK
[05:40:24] ✅ 13772 → AUTH OK
[05:40:24] ✅ 1054741 → AUTH OK
[05:40:24] ✅ 1039949 → AUTH OK
[05:40:24] ✅ 1102227 → AUTH OK
[05:40:24] ✅ 1102107 → AUTH OK
[05:40:24] ✅ 1102099 → AUTH OK
[05:40:24] ✅ 16605 → AUTH OK
[05:40:24] ✅ 1102108 → AUTH OK
[05:40:24] ✅ 11272 → AUTH OK
[05:40:24] ✅ 1101449 → AUTH OK
[05:40:24] ✅ 4918 → AUTH OK
[05:40:24] ✅ 1102121 → AUTH OK
[05:40:24] ✅ 1031592 → AUTH OK
[05:40:24] ✅ 1102126 → AUTH OK
[05:40:24] ✅ 1060262 → AUTH OK
[05:40:24] ✅ 7686 → AUTH OK
[05:40:24] ✅ 1037507 → AUTH OK
[05:40:24] ✅ 1102133 → AUTH OK
[05:40:24] ✅ 29761 → AUTH OK
[05:40:24] ✅ 1042632 → AUTH OK
[05:40:24] ✅ 3943 → AUTH OK
[05:40:24] ✅ 6081 → AUTH OK
[05:40:24] ✅ 1102122 → AUTH OK
[05:40:24] ✅ 1102116 → AUTH OK
[05:40:24] ✅ 4184 → AUTH OK
[05:40:24] ✅ 1101384 → AUTH OK
[05:40:24] ✅ 1078025 → AUTH OK
[05:40:24] ✅ 1037496 → AUTH OK
[05:40:24] ✅ 1049243 → AUTH OK
[05:40:24] ✅ 11264 → AUTH OK
[05:40:24] ✅ 1044503 → AUTH OK
[05:40:24] ✅ 1041688 → AUTH OK
[05:40:24] ✅ 1051040 → AUTH OK
[05:40:24] ✅ 29998 → AUTH OK
[05:40:24] ✅ 1037033 → AUTH OK
[05:40:24] ✅ 1042465 → AUTH OK
[05:40:24] ✅ 1074151 → AUTH OK
[05:40:24] ✅ 1040891 → AUTH OK
[05:40:24] ✅ 1065383 → AUTH OK
[05:40:24] ✅ 7714 → AUTH OK
[05:40:24] ✅ 1093265 → AUTH OK
[05:40:25] ✅ 1024804 → AUTH OK
[05:40:25] ✅ 1008705 → AUTH OK
[05:40:25] ✅ 1030389 → AUTH OK
[05:40:25] ✅ 1037228 → AUTH OK
[05:40:25] ✅ 1031638 → AUTH OK
[05:40:25] ✅ 1039878 → AUTH OK
[05:40:25] ✅ 1039860 → AUTH OK
[05:40:25] ✅ 1039847 → AUTH OK
[05:40:25] ✅ 1009194 → AUTH OK
[05:40:25] ✅ 1041672 → AUTH OK
[05:40:25] ✅ 1031636 → AUTH OK
[05:40:25] ✅ 1047659 → AUTH OK
[05:40:25] ✅ 1094334 → AUTH OK
[05:40:25] ✅ 1039875 → AUTH OK
[05:40:25] ✅ 1076602 → AUTH OK
[05:40:25] ✅ 28206 → AUTH OK
[05:40:25] ✅ 1039846 → AUTH OK
[05:40:25] ✅ 1041687 → AUTH OK
[05:40:25] ✅ 4106 → AUTH OK
[05:40:25] ✅ 1096733 → AUTH OK
[05:40:25] ✅ 2855 → AUTH OK
[05:40:25] ✅ 50915 → AUTH OK
[05:40:25] ✅ 1024343 → AUTH OK
[05:40:25] ✅ 1039862 → AUTH OK
[05:40:25] ✅ 25805 → AUTH OK
[05:40:25] ✅ 1036959 → AUTH OK
[05:40:25] ✅ 1097120 → AUTH OK
[05:40:25] ✅ 1001773 → AUTH OK
[05:40:25] ✅ 9292 → AUTH OK
[05:40:25] ✅ 1039864 → AUTH OK
[05:40:25] ✅ 7258 → AUTH OK
[05:40:25] ✅ 1089130 → AUTH OK
[05:40:25] ✅ 1039850 → AUTH OK
[05:40:25] ✅ 1088822 → AUTH OK
[05:40:25] ✅ 1040466 → AUTH OK
[05:40:25] ✅ 1018795 → AUTH OK
[05:40:25] ✅ 1041685 → AUTH OK
[05:40:25] ✅ 9242 → AUTH OK
[05:40:25] ✅ 1039865 → AUTH OK
[05:40:25] ✅ 9365 → AUTH OK
[05:40:25] ✅ 36376 → AUTH OK
[05:40:25] ✅ 25803 → AUTH OK
[05:40:25] ✅ 1098929 → AUTH OK
[05:40:25] ✅ 1046654 → AUTH OK
[05:40:25] ✅ 7543 → AUTH OK
[05:40:25] ✅ 44361 → AUTH OK
